ITE00100554,17650101,TMAX,66,,,E,
ITE00100554,17650101,TMIN,52,,,E,
ITE00100554,17650102,TMAX,63,,,E,
ITE00100554,17650102,TMIN,49,,,E,
ITE00100554,17650103,TMAX,68,,,E,
ITE00100554,17650103,TMIN,54,,,E,
ITE00100554,17650104,TMAX,76,,,E,
ITE00100554,17650104,TMIN,56,,,E,
ITE00100554,17650105,TMAX,68,,,E,
ITE00100554,17650105,TMIN,48,,,E,
ITE00100554,17650106,TMAX,56,,,E,
ITE00100554,17650106,TMIN,36,,,E,
ITE00100554,17650107,TMAX,61,,,E,
ITE00100554,17650107,TMIN,47,,,E,
ITE00100554,17650108,TMAX,74,,,E,
ITE00100554,17650108,TMIN,52,,,E,
ITE00100554,17650109,TMAX,53,,,E,
ITE00100554,17650109,TMIN,39,,,E,
ITE00100554,17650110,TMAX,72,,,E,
ITE00100554,17650110,TMIN,50,,,E,
ITE00100554,17650111,TMAX,64,,,E,
ITE00100554,17650111,TMIN,42,,,E,
ITE00100554,17650112,TMAX,64,,,E,
ITE00100554,17650112,TMIN,36,,,E,
ITE00100554,17650113,TMAX,84,,,E,
ITE00100554,17650113,TMIN,56,,,E,
ITE00100554,17650114,TMAX,78,,,E,
ITE00100554,17650114,TMIN,62,,,E,
ITE00100554,17650115,TMAX,82,,,E,
ITE00100554,17650115,TMIN,54,,,E,
ITE00100554,17650116,TMAX,72,,,E,
ITE00100554,17650116,TMIN,44,,,E,
ITE00100554,17650117,TMAX,63,,,E,
ITE00100554,17650117,TMIN,47,,,E,
ITE00100554,17650118,TMAX,71,,,E,
ITE00100554,17650118,TMIN,47,,,E,
ITE00100554,17650119,TMAX,53,,,E,
ITE00100554,17650119,TMIN,17,,,E,
ITE00100554,17650120,TMAX,45,,,E,
ITE00100554,17650120,TMIN,7,,,E,
ITE00100554,17650121,TMAX,44,,,E,
ITE00100554,17650121,TMIN,6,,,E,
ITE00100554,17650122,TMAX,44,,,E,
ITE00100554,17650122,TMIN,18,,,E,
ITE00100554,17650123,TMAX,53,,,E,
ITE00100554,17650123,TMIN,35,,,E,
ITE00100554,17650124,TMAX,63,,,E,
ITE00100554,17650124,TMIN,45,,,E,
ITE00100554,17650125,TMAX,67,,,E,
ITE00100554,17650125,TMIN,49,,,E,
ITE00100554,17650126,TMAX,83,,,E,
ITE00100554,17650126,TMIN,55,,,E,
ITE00100554,17650127,TMAX,76,,,E,
ITE00100554,17650127,TMIN,34,,,E,
ITE00100554,17650128,TMAX,72,,,E,
ITE00100554,17650128,TMIN,38,,,E,
ITE00100554,17650129,TMAX,90,,,E,
ITE00100554,17650129,TMIN,56,,,E,
ITE00100554,17650130,TMAX,76,,,E,
ITE00100554,17650130,TMIN,42,,,E,
ITE00100554,17650131,TMAX,74,,,E,
ITE00100554,17650131,TMIN,44,,,E,
ITE00100554,17650201,TMAX,46,,,E,
ITE00100554,17650201,TMIN,16,,,E,
ITE00100554,17650202,TMAX,36,,,E,
ITE00100554,17650202,TMIN,6,,,E,
ITE00100554,17650203,TMAX,36,,,E,
ITE00100554,17650203,TMIN,6,,,E,
ITE00100554,17650204,TMAX,32,,,E,
ITE00100554,17650204,TMIN,10,,,E,
ITE00100554,17650205,TMAX,39,,,E,
ITE00100554,17650205,TMIN,17,,,E,
ITE00100554,17650206,TMAX,59,,,E,
ITE00100554,17650206,TMIN,37,,,E,
ITE00100554,17650207,TMAX,75,,,E,
ITE00100554,17650207,TMIN,43,,,E,
ITE00100554,17650208,TMAX,70,,,E,
ITE00100554,17650208,TMIN,38,,,E,
ITE00100554,17650209,TMAX,61,,,E,
ITE00100554,17650209,TMIN,39,,,E,
ITE00100554,17650210,TMAX,58,,,E,
ITE00100554,17650210,TMIN,18,,,E,
ITE00100554,17650211,TMAX,45,,,E,
ITE00100554,17650211,TMIN,5,,,E,
ITE00100554,17650212,TMAX,36,,,E,
ITE00100554,17650212,TMIN,-14,,,E,
ITE00100554,17650213,TMAX,30,,,E,
ITE00100554,17650213,TMIN,-12,,,E,
ITE00100554,17650214,TMAX,45,,,E,
ITE00100554,17650214,TMIN,11,,,E,
ITE00100554,17650215,TMAX,30,,,E,
ITE00100554,17650215,TMIN,-12,,,E,
ITE00100554,17650216,TMAX,24,,,E,
ITE00100554,17650216,TMIN,-18,,,E,
ITE00100554,17650217,TMAX,9,,,E,
ITE00100554,17650217,TMIN,-35,,,E,
ITE00100554,17650218,TMAX,18,,,E,
ITE00100554,17650218,TMIN,-6,,,E,
ITE00100554,17650219,TMAX,14,,,E,
ITE00100554,17650219,TMIN,-12,,,E,
ITE00100554,17650220,TMAX,26,,,E,
ITE00100554,17650220,TMIN,0,,,E,
ITE00100554,17650221,TMAX,32,,,E,
ITE00100554,17650221,TMIN,-6,,,E,
ITE00100554,17650222,TMAX,35,,,E,
ITE00100554,17650222,TMIN,-3,,,E,
ITE00100554,17650223,TMAX,45,,,E,
ITE00100554,17650223,TMIN,7,,,E,
ITE00100554,17650224,TMAX,57,,,E,
ITE00100554,17650224,TMIN,1,,,E,
ITE00100554,17650225,TMAX,65,,,E,
ITE00100554,17650225,TMIN,7,,,E,
ITE00100554,17650226,TMAX,63,,,E,
ITE00100554,17650226,TMIN,5,,,E,
ITE00100554,17650227,TMAX,65,,,E,
ITE00100554,17650227,TMIN,7,,,E,
ITE00100554,17650228,TMAX,23,,,E,
ITE00100554,17650228,TMIN,-5,,,E,
ITE00100554,17650301,TMAX,58,,,E,
ITE00100554,17650301,TMIN,30,,,E,
ITE00100554,17650302,TMAX,60,,,E,
ITE00100554,17650302,TMIN,20,,,E,
ITE00100554,17650303,TMAX,73,,,E,
ITE00100554,17650303,TMIN,33,,,E,
ITE00100554,17650304,TMAX,78,,,E,
ITE00100554,17650304,TMIN,18,,,E,
ITE00100554,17650305,TMAX,78,,,E,
ITE00100554,17650305,TMIN,18,,,E,
ITE00100554,17650306,TMAX,81,,,E,
ITE00100554,17650306,TMIN,39,,,E,
ITE00100554,17650307,TMAX,83,,,E,
ITE00100554,17650307,TMIN,55,,,E,
ITE00100554,17650308,TMAX,92,,,E,
ITE00100554,17650308,TMIN,64,,,E,
ITE00100554,17650309,TMAX,86,,,E,
ITE00100554,17650309,TMIN,44,,,E,
ITE00100554,17650310,TMAX,70,,,E,
ITE00100554,17650310,TMIN,42,,,E,
ITE00100554,17650311,TMAX,80,,,E,
ITE00100554,17650311,TMIN,38,,,E,
ITE00100554,17650312,TMAX,80,,,E,
ITE00100554,17650312,TMIN,16,,,E,
ITE00100554,17650313,TMAX,84,,,E,
ITE00100554,17650313,TMIN,54,,,E,
ITE00100554,17650314,TMAX,114,,,E,
ITE00100554,17650314,TMIN,72,,,E,
ITE00100554,17650315,TMAX,118,,,E,
ITE00100554,17650315,TMIN,74,,,E,
ITE00100554,17650316,TMAX,122,,,E,
ITE00100554,17650316,TMIN,70,,,E,
ITE00100554,17650317,TMAX,136,,,E,
ITE00100554,17650317,TMIN,84,,,E,
ITE00100554,17650318,TMAX,147,,,E,
ITE00100554,17650318,TMIN,103,,,E,
ITE00100554,17650319,TMAX,153,,,E,
ITE00100554,17650319,TMIN,123,,,E,
ITE00100554,17650320,TMAX,143,,,E,
ITE00100554,17650320,TMIN,113,,,E,
ITE00100554,17650321,TMAX,133,,,E,
ITE00100554,17650321,TMIN,67,,,E,
ITE00100554,17650322,TMAX,103,,,E,
ITE00100554,17650322,TMIN,59,,,E,
ITE00100554,17650323,TMAX,114,,,E,
ITE00100554,17650323,TMIN,48,,,E,
ITE00100554,17650324,TMAX,136,,,E,
ITE00100554,17650324,TMIN,70,,,E,
ITE00100554,17650325,TMAX,152,,,E,
ITE00100554,17650325,TMIN,98,,,E,
ITE00100554,17650326,TMAX,155,,,E,
ITE00100554,17650326,TMIN,111,,,E,
ITE00100554,17650327,TMAX,150,,,E,
ITE00100554,17650327,TMIN,106,,,E,
ITE00100554,17650328,TMAX,159,,,E,
ITE00100554,17650328,TMIN,93,,,E,
ITE00100554,17650329,TMAX,148,,,E,
ITE00100554,17650329,TMIN,94,,,E,
ITE00100554,17650330,TMAX,128,,,E,
ITE00100554,17650330,TMIN,98,,,E,
ITE00100554,17650331,TMAX,147,,,E,
ITE00100554,17650331,TMIN,79,,,E,
ITE00100554,17650401,TMAX,142,,,E,
ITE00100554,17650401,TMIN,88,,,E,
ITE00100554,17650402,TMAX,155,,,E,
ITE00100554,17650402,TMIN,87,,,E,
ITE00100554,17650403,TMAX,168,,,E,
ITE00100554,17650403,TMIN,122,,,E,
ITE00100554,17650404,TMAX,169,,,E,
