ITE00100554,17630101,TMAX,-36,,,E,
ITE00100554,17630101,TMIN,-50,,,E,
ITE00100554,17630102,TMAX,-26,,,E,
ITE00100554,17630102,TMIN,-40,,,E,
ITE00100554,17630103,TMAX,-9,,,E,
ITE00100554,17630103,TMIN,-29,,,E,
ITE00100554,17630104,TMAX,-4,,,E,
ITE00100554,17630104,TMIN,-24,,,E,
ITE00100554,17630105,TMAX,21,,,E,
ITE00100554,17630105,TMIN,1,,,E,
ITE00100554,17630106,TMAX,13,,,E,
ITE00100554,17630106,TMIN,-7,,,E,
ITE00100554,17630107,TMAX,24,,,E,
ITE00100554,17630107,TMIN,2,,,E,
ITE00100554,17630108,TMAX,10,,,E,
ITE00100554,17630108,TMIN,-22,,,E,
ITE00100554,17630109,TMAX,24,,,E,
ITE00100554,17630109,TMIN,2,,,E,
ITE00100554,17630110,TMAX,24,,,E,
ITE00100554,17630110,TMIN,2,,,E,
ITE00100554,17630111,TMAX,25,,,E,
ITE00100554,17630111,TMIN,3,,,E,
ITE00100554,17630112,TMAX,17,,,E,
ITE00100554,17630112,TMIN,-17,,,E,
ITE00100554,17630113,TMAX,17,,,E,
ITE00100554,17630113,TMIN,-5,,,E,
ITE00100554,17630114,TMAX,2,,,E,
ITE00100554,17630114,TMIN,-20,,,E,
ITE00100554,17630115,TMAX,-14,,,E,
ITE00100554,17630115,TMIN,-38,,,E,
ITE00100554,17630116,TMAX,-27,,,E,
ITE00100554,17630116,TMIN,-51,,,E,
ITE00100554,17630117,TMAX,-26,,,E,
ITE00100554,17630117,TMIN,-50,,,E,
ITE00100554,17630118,TMAX,-36,,,E,
ITE00100554,17630118,TMIN,-60,,,E,
ITE00100554,17630119,TMAX,-39,,,E,
ITE00100554,17630119,TMIN,-63,,,E,
ITE00100554,17630120,TMAX,-21,,I,E,
ITE00100554,17630120,TMIN,-45,,,E,
ITE00100554,17630121,TMAX,18,,,E,
ITE00100554,17630121,TMIN,-8,,I,E,
ITE00100554,17630122,TMAX,28,,,E,
ITE00100554,17630122,TMIN,2,,,E,
ITE00100554,17630123,TMAX,27,,,E,
ITE00100554,17630123,TMIN,1,,,E,
ITE00100554,17630124,TMAX,36,,,E,
ITE00100554,17630124,TMIN,10,,,E,
ITE00100554,17630125,TMAX,24,,,E,
ITE00100554,17630125,TMIN,-2,,,E,
ITE00100554,17630126,TMAX,6,,,E,
ITE00100554,17630126,TMIN,-22,,,E,
ITE00100554,17630127,TMAX,1,,,E,
ITE00100554,17630127,TMIN,-27,,,E,
ITE00100554,17630128,TMAX,-5,,,E,
ITE00100554,17630128,TMIN,-33,,,E,
ITE00100554,17630129,TMAX,-1,,,E,
ITE00100554,17630129,TMIN,-29,,,E,
ITE00100554,17630130,TMAX,4,,,E,
ITE00100554,17630130,TMIN,-16,,,E,
ITE00100554,17630131,TMAX,9,,,E,
ITE00100554,17630131,TMIN,-21,,,E,
ITE00100554,17630201,TMAX,19,,,E,
ITE00100554,17630201,TMIN,-11,,,E,
ITE00100554,17630202,TMAX,28,,,E,
ITE00100554,17630202,TMIN,-2,,,E,
ITE00100554,17630203,TMAX,33,,,E,
ITE00100554,17630203,TMIN,3,,,E,
ITE00100554,17630204,TMAX,39,,,E,
ITE00100554,17630204,TMIN,9,,,E,
ITE00100554,17630205,TMAX,65,,,E,
ITE00100554,17630205,TMIN,27,,,E,
ITE00100554,17630206,TMAX,65,,,E,
ITE00100554,17630206,TMIN,33,,,E,
ITE00100554,17630207,TMAX,65,,,E,
ITE00100554,17630207,TMIN,33,,,E,
ITE00100554,17630208,TMAX,72,,,E,
ITE00100554,17630208,TMIN,40,,,E,
ITE00100554,17630209,TMAX,90,,,E,
ITE00100554,17630209,TMIN,50,,,E,
ITE00100554,17630210,TMAX,70,,,E,
ITE00100554,17630210,TMIN,20,,,E,
ITE00100554,17630211,TMAX,73,,,E,
ITE00100554,17630211,TMIN,49,,,E,
ITE00100554,17630212,TMAX,71,,,E,
ITE00100554,17630212,TMIN,47,,,E,
ITE00100554,17630213,TMAX,71,,,E,
ITE00100554,17630213,TMIN,29,,,E,
ITE00100554,17630214,TMAX,57,,,E,
ITE00100554,17630214,TMIN,23,,,E,
ITE00100554,17630215,TMAX,54,,,E,
ITE00100554,17630215,TMIN,2,,,E,
ITE00100554,17630216,TMAX,57,,,E,
ITE00100554,17630216,TMIN,5,,,E,
ITE00100554,17630217,TMAX,67,,,E,
ITE00100554,17630217,TMIN,13,,,E,
ITE00100554,17630218,TMAX,80,,,E,
ITE00100554,17630218,TMIN,26,,,E,
ITE00100554,17630219,TMAX,90,,,E,
ITE00100554,17630219,TMIN,36,,,E,
ITE00100554,17630220,TMAX,95,,,E,
ITE00100554,17630220,TMIN,41,,,E,
ITE00100554,17630221,TMAX,109,,,E,
ITE00100554,17630221,TMIN,53,,,E,
ITE00100554,17630222,TMAX,99,,,E,
ITE00100554,17630222,TMIN,53,,,E,
ITE00100554,17630223,TMAX,108,,,E,
ITE00100554,17630223,TMIN,70,,,E,
ITE00100554,17630224,TMAX,109,,,E,
ITE00100554,17630224,TMIN,83,,,E,
ITE00100554,17630225,TMAX,104,,,E,
ITE00100554,17630225,TMIN,78,,,E,
ITE00100554,17630226,TMAX,119,,,E,
ITE00100554,17630226,TMIN,73,,,E,
ITE00100554,17630227,TMAX,107,,,E,
ITE00100554,17630227,TMIN,59,,,E,
ITE00100554,17630228,TMAX,108,,,E,
ITE00100554,17630228,TMIN,80,,,E,
ITE00100554,17630301,TMAX,119,,,E,
ITE00100554,17630301,TMIN,71,,,E,
ITE00100554,17630302,TMAX,108,,,E,
ITE00100554,17630302,TMIN,68,,,E,
ITE00100554,17630303,TMAX,108,,,E,
ITE00100554,17630303,TMIN,80,,,E,
ITE00100554,17630304,TMAX,118,,,E,
ITE00100554,17630304,TMIN,78,,,E,
ITE00100554,17630305,TMAX,121,,,E,
ITE00100554,17630305,TMIN,61,,,E,
ITE00100554,17630306,TMAX,114,,,E,
ITE00100554,17630306,TMIN,64,,,E,
ITE00100554,17630307,TMAX,106,,,E,
ITE00100554,17630307,TMIN,44,,,E,
ITE00100554,17630308,TMAX,116,,,E,
ITE00100554,17630308,TMIN,54,,,E,
ITE00100554,17630309,TMAX,101,,,E,
ITE00100554,17630309,TMIN,39,,,E,
ITE00100554,17630310,TMAX,110,,,E,
ITE00100554,17630310,TMIN,48,,,E,
ITE00100554,17630311,TMAX,121,,,E,
ITE00100554,17630311,TMIN,69,,I,E,
ITE00100554,17630312,TMAX,-8,,I,E,
ITE00100554,17630312,TMIN,-38,,,E,
ITE00100554,17630313,TMAX,-24,,,E,
ITE00100554,17630313,TMIN,-54,,,E,
ITE00100554,17630314,TMAX,18,,,E,
ITE00100554,17630314,TMIN,-24,,,E,
ITE00100554,17630315,TMAX,57,,,E,
ITE00100554,17630315,TMIN,5,,,E,
ITE00100554,17630316,TMAX,72,,,E,
ITE00100554,17630316,TMIN,28,,,E,
ITE00100554,17630317,TMAX,95,,,E,
ITE00100554,17630317,TMIN,43,,,E,
ITE00100554,17630318,TMAX,97,,,E,
ITE00100554,17630318,TMIN,33,,,E,
ITE00100554,17630319,TMAX,108,,,E,
ITE00100554,17630319,TMIN,54,,,E,
ITE00100554,17630320,TMAX,127,,,E,
ITE00100554,17630320,TMIN,61,,,E,
ITE00100554,17630321,TMAX,139,,,E,
ITE00100554,17630321,TMIN,73,,,E,
ITE00100554,17630322,TMAX,161,,,E,
ITE00100554,17630322,TMIN,95,,,E,
ITE00100554,17630323,TMAX,152,,,E,
ITE00100554,17630323,TMIN,98,,,E,
ITE00100554,17630324,TMAX,104,,,E,
ITE00100554,17630324,TMIN,74,,,E,
ITE00100554,17630325,TMAX,117,,,E,
ITE00100554,17630325,TMIN,51,,,E,
ITE00100554,17630326,TMAX,98,,,E,
ITE00100554,17630326,TMIN,44,,,E,
ITE00100554,17630327,TMAX,93,,,E,
ITE00100554,17630327,TMIN,39,,,E,
ITE00100554,17630328,TMAX,73,,,E,
ITE00100554,17630328,TMIN,19,,,E,
ITE00100554,17630329,TMAX,77,,,E,
ITE00100554,17630329,TMIN,23,,,E,
ITE00100554,17630330,TMAX,117,,,E,
ITE00100554,17630330,TMIN,51,,,E,
ITE00100554,17630331,TMAX,134,,,E,
ITE00100554,17630331,TMIN,66,,,E,
ITE00100554,17630401,TMAX,134,,,E,
ITE00100554,17630401,TMIN,66,,,E,
ITE00100554,17630402,TMAX,134,,,E,
ITE00100554,17630402,TMIN,66,,,E,
ITE00100554,17630403,TMAX,155,,,E,
ITE00100554,17630403,TMIN,87,,,E,
ITE00100554,17630404,TMAX,172,,,E,
ITE00100554,17630404,TMIN,104,,,E,
ITE00100554,17630405,TMAX,160,,,E,
ITE00100554,17630405,TMIN,92,,,E,
ITE00100554,17630406,TMAX,118,,,E,
ITE00100554,17630406,TMIN,50,,,E,
ITE00100554,17630407,TMAX,134,,,E,
ITE00100554,17630407,TMIN,66,,,E,
ITE00100554,17630408,TMAX,153,,,E,
ITE00100554,17630408,TMIN,85,,,E,
ITE00100554,17630409,TMAX,165,,,E,
ITE00100554,17630409,TMIN,97,,,E,
ITE00100554,17630410,TMAX,147,,,E,
ITE00100554,17630410,TMIN,79,,,E,
ITE00100554,17630411,TMAX,126,,,E,
ITE00100554,17630411,TMIN,94,,,E,
ITE00100554,17630412,TMAX,119,,,E,
ITE00100554,17630412,TMIN,73,,,E,
ITE00100554,17630413,TMAX,149,,,E,
ITE00100554,17630413,TMIN,93,,,E,
ITE00100554,17630414,TMAX,155,,,E,
ITE00100554,17630414,TMIN,87,,,E,
ITE00100554,17630415,TMAX,153,,,E,
ITE00100554,17630415,TMIN,85,,,E,
ITE00100554,17630416,TMAX,166,,,E,
ITE00100554,17630416,TMIN,110,,,E,
ITE00100554,17630417,TMAX,178,,,E,
ITE00100554,17630417,TMIN,122,,,E,
ITE00100554,17630418,TMAX,193,,,E,
ITE00100554,17630418,TMIN,125,,,E,
ITE00100554,17630419,TMAX,163,,,E,
ITE00100554,17630419,TMIN,117,,,E,
ITE00100554,17630420,TMAX,156,,,E,
ITE00100554,17630420,TMIN,124,,,E,
ITE00100554,17630421,TMAX,157,,,E,
ITE00100554,17630421,TMIN,111,,,E,
ITE00100554,17630422,TMAX,156,,,E,
ITE00100554,17630422,TMIN,124,,,E,
ITE00100554,17630423,TMAX,166,,,E,
ITE00100554,17630423,TMIN,110,,,E,
ITE00100554,17630424,TMAX,178,,,E,
ITE00100554,17630424,TMIN,110,,,E,
ITE00100554,17630425,TMAX,190,,,E,
