ITE00100554,17640101,TMAX,64,,,E,
ITE00100554,17640101,TMIN,44,,,E,
ITE00100554,17640102,TMAX,46,,,E,
ITE00100554,17640102,TMIN,26,,,E,
ITE00100554,17640103,TMAX,59,,,E,
ITE00100554,17640103,TMIN,39,,,E,
ITE00100554,17640104,TMAX,59,,,E,
ITE00100554,17640104,TMIN,29,,,E,
ITE00100554,17640105,TMAX,23,,,E,
ITE00100554,17640105,TMIN,3,,,E,
ITE00100554,17640106,TMAX,39,,,E,
ITE00100554,17640106,TMIN,19,,,E,
ITE00100554,17640107,TMAX,52,,,E,
ITE00100554,17640107,TMIN,30,,,E,
ITE00100554,17640108,TMAX,69,,,E,
ITE00100554,17640108,TMIN,47,,,E,
ITE00100554,17640109,TMAX,40,,,E,
ITE00100554,17640109,TMIN,18,,,E,
ITE00100554,17640110,TMAX,25,,,E,
ITE00100554,17640110,TMIN,3,,,E,
ITE00100554,17640111,TMAX,32,,,E,
ITE00100554,17640111,TMIN,16,,,E,
ITE00100554,17640112,TMAX,49,,,E,
ITE00100554,17640112,TMIN,21,,,E,
ITE00100554,17640113,TMAX,40,,,E,
ITE00100554,17640113,TMIN,6,,,E,
ITE00100554,17640114,TMAX,37,,,E,
ITE00100554,17640114,TMIN,15,,,E,
ITE00100554,17640115,TMAX,21,,,E,
ITE00100554,17640115,TMIN,5,,,E,
ITE00100554,17640116,TMAX,26,,,E,
ITE00100554,17640116,TMIN,2,,,E,
ITE00100554,17640117,TMAX,20,,,E,
ITE00100554,17640117,TMIN,-4,,,E,
ITE00100554,17640118,TMAX,32,,,E,
ITE00100554,17640118,TMIN,8,,,E,
ITE00100554,17640119,TMAX,35,,,E,
ITE00100554,17640119,TMIN,11,,,E,
ITE00100554,17640120,TMAX,27,,,E,
ITE00100554,17640120,TMIN,-11,,,E,
ITE00100554,17640121,TMAX,44,,,E,
ITE00100554,17640121,TMIN,6,,,E,
ITE00100554,17640122,TMAX,28,,,E,
ITE00100554,17640122,TMIN,-10,,,E,
ITE00100554,17640123,TMAX,39,,,E,
ITE00100554,17640123,TMIN,1,,,E,
ITE00100554,17640124,TMAX,21,,,E,
ITE00100554,17640124,TMIN,-19,,,E,
ITE00100554,17640125,TMAX,28,,,E,
ITE00100554,17640125,TMIN,-12,,,E,
ITE00100554,17640126,TMAX,33,,,E,
ITE00100554,17640126,TMIN,-7,,,E,
ITE00100554,17640127,TMAX,34,,,E,
ITE00100554,17640127,TMIN,-8,,,E,
ITE00100554,17640128,TMAX,35,,,E,
ITE00100554,17640128,TMIN,7,,,E,
ITE00100554,17640129,TMAX,65,,,E,
ITE00100554,17640129,TMIN,31,,,E,
ITE00100554,17640130,TMAX,59,,,E,
ITE00100554,17640130,TMIN,17,,,E,
ITE00100554,17640131,TMAX,37,,,E,
ITE00100554,17640131,TMIN,1,,,E,
ITE00100554,17640201,TMAX,50,,,E,
ITE00100554,17640201,TMIN,6,,,E,
ITE00100554,17640202,TMAX,47,,,E,
ITE00100554,17640202,TMIN,3,,,E,
ITE00100554,17640203,TMAX,61,,,E,
ITE00100554,17640203,TMIN,15,,,E,
ITE00100554,17640204,TMAX,61,,,E,
ITE00100554,17640204,TMIN,39,,,E,
ITE00100554,17640205,TMAX,92,,,E,
ITE00100554,17640205,TMIN,46,,,E,
ITE00100554,17640206,TMAX,74,,,E,
ITE00100554,17640206,TMIN,28,,,E,
ITE00100554,17640207,TMAX,69,,,E,
ITE00100554,17640207,TMIN,37,,,E,
ITE00100554,17640208,TMAX,75,,,E,
ITE00100554,17640208,TMIN,43,,,E,
ITE00100554,17640209,TMAX,87,,,E,
ITE00100554,17640209,TMIN,55,,,E,
ITE00100554,17640210,TMAX,84,,,E,
ITE00100554,17640210,TMIN,62,,,E,
ITE00100554,17640211,TMAX,77,,,E,
ITE00100554,17640211,TMIN,43,,,E,
ITE00100554,17640212,TMAX,92,,,E,
ITE00100554,17640212,TMIN,58,,,E,
ITE00100554,17640213,TMAX,82,,,E,
ITE00100554,17640213,TMIN,30,,,E,
ITE00100554,17640214,TMAX,72,,,E,
ITE00100554,17640214,TMIN,30,,,E,
ITE00100554,17640215,TMAX,57,,,E,
ITE00100554,17640215,TMIN,21,,,E,
ITE00100554,17640216,TMAX,56,,,E,
ITE00100554,17640216,TMIN,20,,,E,
ITE00100554,17640217,TMAX,56,,,E,
ITE00100554,17640217,TMIN,20,,,E,
ITE00100554,17640218,TMAX,83,,,E,
ITE00100554,17640218,TMIN,29,,,E,
ITE00100554,17640219,TMAX,92,,,E,
ITE00100554,17640219,TMIN,38,,,E,
ITE00100554,17640220,TMAX,96,,,E,
ITE00100554,17640220,TMIN,42,,,E,
ITE00100554,17640221,TMAX,148,,,E,
ITE00100554,17640221,TMIN,92,,,E,
ITE00100554,17640222,TMAX,109,,,E,
ITE00100554,17640222,TMIN,53,,,E,
ITE00100554,17640223,TMAX,108,,,E,
ITE00100554,17640223,TMIN,52,,,E,
ITE00100554,17640224,TMAX,111,,,E,
ITE00100554,17640224,TMIN,65,,,E,
ITE00100554,17640225,TMAX,59,,,E,
ITE00100554,17640225,TMIN,33,,,E,
ITE00100554,17640226,TMAX,57,,,E,
ITE00100554,17640226,TMIN,19,,,E,
ITE00100554,17640227,TMAX,105,,,E,
ITE00100554,17640227,TMIN,57,,,E,
ITE00100554,17640228,TMAX,64,,,E,
ITE00100554,17640229,TMAX,70,,,E,
ITE00100554,17640228,TMIN,36,,,E,
ITE00100554,17640229,TMIN,30,,,E,
ITE00100554,17640301,TMAX,78,,,E,
ITE00100554,17640301,TMIN,38,,,E,
ITE00100554,17640302,TMAX,76,,,E,
ITE00100554,17640302,TMIN,36,,,E,
ITE00100554,17640303,TMAX,70,,,E,
ITE00100554,17640303,TMIN,42,,,E,
ITE00100554,17640304,TMAX,85,,,E,
ITE00100554,17640304,TMIN,45,,,E,
ITE00100554,17640305,TMAX,93,,,E,
ITE00100554,17640305,TMIN,33,,,E,
ITE00100554,17640306,TMAX,76,,,E,
ITE00100554,17640306,TMIN,14,,,E,
ITE00100554,17640307,TMAX,75,,,E,
ITE00100554,17640307,TMIN,33,,,E,
ITE00100554,17640308,TMAX,54,,,E,
ITE00100554,17640308,TMIN,26,,,E,
ITE00100554,17640309,TMAX,42,,,E,
ITE00100554,17640309,TMIN,14,,,E,
ITE00100554,17640310,TMAX,48,,,E,
ITE00100554,17640310,TMIN,20,,,E,
ITE00100554,17640311,TMAX,84,,,E,
ITE00100554,17640311,TMIN,32,,,E,
ITE00100554,17640312,TMAX,80,,,E,
ITE00100554,17640312,TMIN,28,,,E,
ITE00100554,17640313,TMAX,96,,,E,
ITE00100554,17640313,TMIN,32,,,E,
ITE00100554,17640314,TMAX,79,,,E,
ITE00100554,17640314,TMIN,27,,,E,
ITE00100554,17640315,TMAX,97,,,E,
ITE00100554,17640315,TMIN,33,,,E,
ITE00100554,17640316,TMAX,91,,,E,
ITE00100554,17640316,TMIN,27,,,E,
ITE00100554,17640317,TMAX,86,,,E,
ITE00100554,17640317,TMIN,22,,,E,
ITE00100554,17640318,TMAX,92,,,E,
ITE00100554,17640318,TMIN,28,,,E,
ITE00100554,17640319,TMAX,109,,,E,
ITE00100554,17640319,TMIN,43,,,E,
